120285	ID:2	-1
120285	ID:6	35
120285	ID:4	17
120285	ID:9	66
120285	ID:8	-11
120285	ID:7	-88
120285	ID:3	-60
120285	ID:1	-78
120292	ID:5	1,9,66
120293	ID:5	Max:66 
120314	ID:5	1,4,17
120315	ID:5	Max:66 
120330	ID:5	1,6,35
120330	ID:5	Max:66 
120345	ID:5	1,8,-11
120346	ID:5	Max:66 
120360	ID:5	1,7,-88
120361	ID:5	Max:66 
120383	ID:5	1,2,-1
120383	ID:5	Max:66
======================
239762	ID:1	-46
239836	ID:5	2,1,-46
239837	ID:5	Max:-46 
239895	ID:2	-84
239946	ID:5	2,2,-84
239946	ID:5	Max:-46 
240028	ID:3	16
240086	ID:5	2,3,16
240087	ID:5	Max:16 
240160	ID:4	63
240188	ID:5	2,4,63
240189	ID:5	Max:63 
240426	ID:6	4
240469	ID:5	2,6,4
240470	ID:5	Max:63 
240559	ID:7	-100
240610	ID:5	2,7,-100
240611	ID:5	Max:63 
240691	ID:8	31
240711	ID:5	2,8,31
240712	ID:5	Max:63 
240824	ID:9	95
240852	ID:5	2,9,95
240853	ID:5	Max:95
======================
359106	ID:1	-80
359164	ID:5	3,1,-80
359165	ID:5	Max:-80 
359191	ID:2	45
359197	ID:5	3,2,45
359198	ID:5	Max:45 
359418	ID:4	93
359454	ID:5	3,4,93
359454	ID:5	Max:93 
359793	ID:3	-50
359824	ID:8	1
359852	ID:5	3,8,1
359852	ID:5	Max:93 
359875	ID:5	3,3,-50
359876	ID:5	Max:93 
360770	ID:9	-74
360805	ID:5	3,9,-74
360806	ID:5	Max:93 
360848	ID:6	-61
360899	ID:5	3,6,-61
360899	ID:5	Max:93 
361481	ID:7	10
361531	ID:5	3,7,10
361532	ID:5	Max:93
======================
478934	ID:2	74
478953	ID:5	4,2,74
478954	ID:5	Max:74 
478973	ID:8	32
479000	ID:5	4,8,32
479001	ID:5	Max:74 
479871	ID:1	-81
479946	ID:5	4,1,-81
479946	ID:5	Max:74 
480356	ID:3	-1
480387	ID:6	-19
480410	ID:4	11
480422	ID:5	4,4,11
480423	ID:5	Max:74 
480438	ID:5	4,6,-19
480439	ID:5	Max:74 
480441	ID:5	4,3,-1
480442	ID:5	Max:74 
480460	ID:9	78
480560	ID:5	4,9,78
480561	ID:5	Max:78 
482449	ID:7	59
482508	ID:5	4,7,59
482509	ID:5	Max:78
======================
598465	ID:2	56
598563	ID:5	5,2,56
598564	ID:5	Max:56 
598676	ID:8	38
598688	ID:5	5,8,38
598689	ID:5	Max:56 
600551	ID:3	-60
600557	ID:5	5,3,-60
600558	ID:5	Max:56 
600629	ID:1	91
600688	ID:5	5,1,91
600688	ID:5	Max:91 
600691	ID:6	-5
600735	ID:5	5,6,-5
600736	ID:5	Max:91 
600856	ID:9	36
600883	ID:5	5,9,36
600883	ID:5	Max:91 
601012	ID:4	-100
601032	ID:5	5,4,-100
601033	ID:5	Max:91 
601926	ID:7	-95
601977	ID:5	5,7,-95
601977	ID:5	Max:91
 ======================
718676	ID:8	87
718758	ID:5	6,8,87
718759	ID:5	Max:87 
718918	ID:2	-47
718946	ID:5	6,2,-47
718946	ID:5	Max:87 
719973	ID:3	85
720008	ID:5	6,3,85
720009	ID:5	Max:87 
720403	ID:9	-12
720409	ID:5	6,9,-12
720409	ID:5	Max:87 
721106	ID:6	-31
721149	ID:5	6,6,-31
721149	ID:5	Max:87 
721293	ID:1	-96
721312	ID:4	-44
721313	ID:5	6,1,-96
721313	ID:5	Max:87 
721320	ID:5	6,4,-44
721321	ID:5	Max:87 
722887	ID:7	-64
722961	ID:5	6,7,-64
722962	ID:5	Max:87
======================
839340	ID:3	-92
839414	ID:5	7,3,-92
839415	ID:5	Max:-92
839559	ID:8	-49
839602	ID:5	7,8,-49
839603	ID:5	Max:-49 
839637	ID:9	57
839673	ID:5	7,9,57
839673	ID:5	Max:57 
839691	ID:2	30
839698	ID:5	7,2,30
839698	ID:5	Max:57 
840504	ID:6	-10
840510	ID:5	7,6,-10
840511	ID:5	Max:57 
840809	ID:1	-72
840852	ID:5	7,1,-72
840852	ID:5	Max:57 
841293	ID:4	4
841321	ID:5	7,4,4
841321	ID:5	Max:57 
843653	ID:7	51
843672	ID:5	7,7,51
843673	ID:5	Max:57
======================
958848	ID:9	86
958879	ID:8	-36
958883	ID:5	8,9,86
958884	ID:5	Max:86 
958922	ID:5	8,8,-36
958923	ID:5	Max:86 
959566	ID:6	22
959586	ID:5	8,6,22
959587	ID:5	Max:86 
960137	ID:3	89
960161	ID:5	8,3,89
960162	ID:5	Max:89 
960629	ID:2	-84
960649	ID:5	8,2,-84
960649	ID:5	Max:89 
960965	ID:4	15
960984	ID:5	8,4,15
960985	ID:5	Max:89 
961012	ID:1	48
961086	ID:5	8,1,48
961087	ID:5	Max:89 
963441	ID:7	83
963492	ID:5	8,7,83
963493	ID:5	Max:89
======================
1078816	ID:6	-95
1078836	ID:5	9,6,-95
1078837	ID:5	Max:-95 
1078926	ID:8	67
1079024	ID:5	9,8,67
1079024	ID:5	Max:67 
1079473	ID:9	69
1079524	ID:5	9,9,69
1079525	ID:5	Max:69 
1079598	ID:3	-26
1079688	ID:5	9,3,-26
1079689	ID:5	Max:69 
1079738	ID:2	53
1079782	ID:5	9,2,53
1079782	ID:5	Max:69 
1081285	ID:4	-28
1081329	ID:5	9,4,-28
1081329	ID:5	Max:69 
1081903	ID:1	54
1081930	ID:5	9,1,54
1081931	ID:5	Max:69 
1082668	ID:7	-45
1082701	ID:5	9,7,-45
1082701	ID:5	Max:69
======================
1198590	ID:8	11
1198633	ID:5	10,8,11
1198634	ID:5	Max:11 
1199028	ID:6	-81
1199043	ID:2	-57
1199055	ID:5	10,6,-81
1199056	ID:5	Max:11 
1199086	ID:5	10,2,-57
1199087	ID:5	Max:11 
1199472	ID:3	9
1199505	ID:5	10,3,9
1199506	ID:5	Max:11 
1200278	ID:9	-29
1200332	ID:4	47
1200352	ID:5	10,9,-29
1200353	ID:5	Max:11 
1200391	ID:5	10,4,47
1200392	ID:5	Max:47 
1202590	ID:1	-98
1202641	ID:5	10,1,-98
1202642	ID:5	Max:47 
1203332	ID:7	-53
1203376	ID:5	10,7,-53
1203377	ID:5	Max:47
======================
1317691	ID:8	-96
1317750	ID:5	11,8,-96
1317751	ID:5	Max:-96 
1318598	ID:6	12
1318617	ID:5	11,6,12
1318618	ID:5	Max:12 
1318809	ID:3	-66
1318829	ID:5	11,3,-66
1318829	ID:5	Max:12 
1318988	ID:2	85
1319000	ID:5	11,2,85
1319001	ID:5	Max:85 
1319528	ID:4	68
1319539	ID:5	11,4,68
1319540	ID:5	Max:85 
1321191	ID:9	81
1321242	ID:5	11,9,81
1321243	ID:5	Max:85 
1323434	ID:7	-5
1323465	ID:1	-49
1323477	ID:5	11,7,-5
